;ID;Sampler;Date;Start_Time;End_Time;Mean_Time;Start_Time (Local);End_Time (Local);Mean_Time (Local);Volume;Concentration_fine;Concentration_sable;TU;coef;S;Concentration_tot;ISCO_sand_concentration_corr_g_l;ISCO_fine_concentration_corr_g_l
0;1;ISCO;06.04.2021;09:00;09:00;09:00;11:00;11:00;11:00;900;0.052433735;0.004189558;;;12.51533813;0.056623293;0.082089558;0.162404259
1;2;ISCO;06.04.2021;10:00;10:00;10:00;12:00;12:00;12:00;890;0.053343276;0.00423665;;;12.59090933;0.057579926;0.082337675;0.16316012
2;3;ISCO;06.04.2021;10:30;10:30;10:30;12:30;12:30;12:30;300;0.00349;0.000816667;;;4.273467643;0.004306667;0.052790364;0.078138553
3;4;ISCO;06.04.2021;12:00;12:00;12:00;14:00;14:00;14:00;280;0.006475;0.000510714;;;12.67832877;0.006985714;0.046506162;0.09232881
4;5;ISCO;06.04.2021;13:00;13:00;13:00;15:00;15:00;15:00;315;0.007936508;0.00127619;;;6.218907843;0.009212698;0.059552451;0.097544425
5;6;ISCO;11.05.2021;07:15;09:15;08:15;09:15;11:15;10:15;2750;4.537090909;1.176727273;;;3.855686031;5.713818182;0.376170706;0.541542344
6;7;ISCO;11.05.2021;09:45;11:45;10:45;11:45;13:45;12:45;2800;3.822142857;1.168571429;;;3.270782395;4.990714286;0.375464968;0.517041458
7;8;ISCO;11.05.2021;12:45;14:30;13:37;14:45;16:30;15:37;2250;2.307111111;1.003555556;;;2.298937111;3.310666667;0.360345152;0.451160427
8;9;ISCO;12.05.2021;07:30;09:00;08:15;09:30;11:00;10:15;3070;0.68534202;0.395114007;;;1.734542456;1.080456027;0.280167372;0.325085417
9;10;ISCO;12.05.2021;09:30;11:00;10:15;11:30;13:00;12:15;3700;0.588378378;0.457297297;;;1.286643026;1.045675675;0.29144468;0.311967829
10;11;ISCO;12.05.2021;11:30;13:00;12:15;13:30;15:00;14:15;3450;0.59884058;0.527246377;;;1.135788895;1.126086957;0.302862968;0.313455959
11;12;ISCO;12.05.2021;13:30;14:30;14:00;15:30;16:30;16:00;2600;0.521153846;0.464230769;;;1.122618062;0.985384615;0.292631221;0.301914038
12;13;ISCO;16.06.2021;07:15;08:45;08:00;09:15;10:45;10:00;3220;2.266459627;1.43757764;;;1.576582415;3.704037267;0.397066232;0.44900012
13;14;ISCO;16.06.2021;07:45;10:15;09:00;09:45;12:15;11:00;2330;1.631330472;1.160515021;;;1.405695267;2.791845493;0.374764295;0.410855237
14;15;ISCO;16.06.2021;10:45;11:45;11:15;12:45;13:45;13:15;2300;1.675217391;1.116086957;;;1.500973899;2.791304348;0.370835216;0.413810701
15;16;ISCO;16.06.2021;12:15;13:45;13:00;14:15;15:45;15:00;3000;2.586666667;1.122;;;2.305407012;3.708666667;0.371364659;0.465310044
16;17;ISCO;06.04.2022;13:25;13:25;13:25;15:25;15:25;15:25;638;0.077671996;0.0036;;;21.57555444;0.081271996;0.078796001;0.18058177
17;18;ISCO;08.04.2022;06:15;06:15;06:15;08:15;08:15;08:15;725;0.491931034;0.0951;;;5.172776383;0.587031034;0.190726588;0.297246425
18;19;ISCO;08.04.2022;08:15;08:15;08:15;10:15;10:15;10:15;710;0.452295775;0.123;;;3.677201423;0.575295775;0.204445182;0.290580579
19;20;ISCO;08.04.2022;10:15;10:15;10:15;12:15;12:15;12:15;700;0.447785714;0.0912;;;4.909931075;0.538985714;0.188582378;0.289795384
20;21;ISCO;08.04.2022;12:15;12:15;12:15;14:15;14:15;14:15;720;0.454458333;0.086;;;5.284399221;0.540458333;0.185616715;0.29095505
21;22;ISCO;08.04.2022;14:15;14:15;14:15;16:15;16:15;16:15;745;0.633610738;0.2118;;;2.991552115;0.845410738;0.236756826;0.318269179
22;23;ISCO;08.04.2022;16:15;16:15;16:15;18:15;18:15;18:15;770;0.847922078;0.4511;;;1.87967652;1.299022078;0.290372955;0.344317111
23;24;ISCO;08.04.2022;18:15;18:15;18:15;20:15;20:15;20:15;760;0.875697368;0.5727;;;1.529068217;1.448397368;0.309701166;0.347326638
24;25;ISCO;08.04.2022;20:15;20:15;20:15;22:15;22:15;22:15;770;0.846181818;0.4907;;;1.724438186;1.336881818;0.297045403;0.344126167
25;26;ISCO;08.04.2022;22:15;22:15;22:15;00:15;00:15;00:15;760;0.935355263;0.2432;;;3.846033154;1.178555263;0.24576083;0.353562488
26;27;ISCO;09.04.2022;00:15;00:15;00:15;02:15;02:15;02:15;770;0.85438961;0.3014;;;2.834736596;1.15578961;0.260418107;0.345024241
27;28;ISCO;09.04.2022;02:15;02:15;02:15;04:15;04:15;04:15;760;0.776276316;0.2638;;;2.942669886;1.040076316;0.251215652;0.336207124
28;29;ISCO;09.04.2022;04:15;04:15;04:15;06:15;06:15;06:15;750;0.65304;0.2325;;;2.808774194;0.88554;0.242793301;0.320875266
29;30;ISCO;09.04.2022;06:15;06:15;06:15;08:15;08:15;08:15;760;0.507328947;0.1502;;;3.377689394;0.657528947;0.215776122;0.299730339
30;31;ISCO;09.04.2022;08:15;08:15;08:15;10:15;10:15;10:15;730;0.509150685;0.102;;;4.991673382;0.611150685;0.194367902;0.300020555
31;32;ISCO;09.04.2022;10:15;10:15;10:15;12:15;12:15;12:15;730;0.396383562;0.0757;;;5.236242563;0.472083562;0.179332246;0.280410145
32;33;ISCO;09.04.2022;12:15;12:15;12:15;14:15;14:15;14:15;700;0.451342857;0.0461;;;9.790517505;0.497442857;0.156856222;0.290415155
33;34;ISCO;09.04.2022;14:15;14:15;14:15;16:15;16:15;16:15;695;0.377381295;0.0313;;;12.05691038;0.408681295;0.141286111;0.276715318
34;35;ISCO;09.04.2022;16:15;16:15;16:15;18:15;18:15;18:15;690;0.306637681;0.0239;;;12.83002849;0.330537681;0.131362055;0.26163232
35;36;ISCO;09.04.2022;18:15;18:15;18:15;20:15;20:15;20:15;685;0.302569343;0.025;;;12.10277372;0.327569343;0.132967745;0.260690515
36;37;ISCO;09.04.2022;20:15;20:15;20:15;22:15;22:15;22:15;690;0.223507246;0.0184;;;12.14713293;0.241907246;0.122406171;0.240221146
37;38;ISCO;09.04.2022;22:15;22:15;22:15;00:15;00:15;00:15;670;0.18938806;0.0143;;;13.24392028;0.20368806;0.114351859;0.229714126
38;39;ISCO;10.04.2022;00:15;00:15;00:15;02:15;02:15;02:15;680;0.166029412;0.0141;;;11.7751356;0.180129412;0.113917819;0.221693244
39;40;ISCO;10.04.2022;02:15;02:15;02:15;04:15;04:15;04:15;670;0.175074627;0.0119;;;14.71215353;0.186974627;0.10881786;0.224891358
40;41;ISCO;10.04.2022;04:15;04:15;04:15;06:15;06:15;06:15;670;0.169895522;0.0077;;;22.06435351;0.177595522;0.096750896;0.22307537
41;42;ISCO;20.04.2022;11:15;11:15;11:15;12:15;12:15;12:15;700;0.074;0.006;;;12.33333333;0.08;0.09044891;0.178235851
42;43;ISCO;20.04.2022;23:15;23:15;23:15;00:15;00:15;00:15;700;0.057;0.007;;;8.142857143;0.064;0.094292895;0.166107297
43;44;ISCO;21.04.2022;11:15;11:15;11:15;12:15;12:15;12:15;700;0.076;0.007;;;10.85714286;0.083;0.094292895;0.179523857
44;45;ISCO;21.04.2022;23:15;23:15;23:15;00:15;00:15;00:15;700;0.06;0.009;;;6.666666667;0.069;0.1009132;0.168423752
45;46;ISCO;22.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.113;0.007;;;16.14285714;0.12;0.094292895;0.199817573
46;47;ISCO;22.04.2022;23:15;23:15;23:15;21:15;21:15;21:15;;0.044;0.006;;;7.333333333;0.05;0.09044891;0.154894046
47;48;ISCO;23.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.04;0.007;;;5.714285714;0.047;0.094292895;0.150958892
48;49;ISCO;23.04.2022;23:15;23:15;23:15;21:15;21:15;21:15;;0.06;0.006;;;10;0.066;0.09044891;0.168423752
49;50;ISCO;24.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.044;0.009;;;4.888888889;0.053;0.1009132;0.154894046
50;51;ISCO;24.04.2022;23:15;23:15;23:15;21:15;21:15;21:15;;0.077;0.007;;;11;0.084;0.094292895;0.180158599
51;52;ISCO;25.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.057;0.006;;;9.5;0.063;0.09044891;0.166107297
52;53;ISCO;25.04.2022;23:15;23:15;23:15;21:15;21:15;21:15;;0.06;0.013;;;4.615384615;0.073;0.111446698;0.168423752
53;54;ISCO;26.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.06;0.013;;;4.615384615;0.073;0.111446698;0.168423752
54;55;ISCO;26.04.2022;23:15;23:15;23:15;21:15;21:15;21:15;;0.046;0.006;;;7.666666667;0.052;0.09044891;0.156764281
55;56;ISCO;27.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.031;0.006;;;5.166666667;0.037;0.09044891;0.140919196
56;57;ISCO;28.04.2022;11:15;11:15;11:15;09:15;09:15;09:15;;0.034;0.007;;;4.857142857;0.041;0.094292895;0.144478029
57;58;ISCO;28.04.2022;23:15;23:15;23:15;21:15;21:15;21:15;;0.03;0.009;;;3.333333333;0.039;0.1009132;0.13967711
58;59;ISCO;29.04.2022;07:30;07:30;07:30;05:30;05:30;05:30;;0.018;0.008;0.04;0.65;2.25;0.026;0.097754509;0.121681927
59;60;ISCO;29.04.2022;07:40;07:40;07:40;05:40;05:40;05:40;;0.022;0.004;0.04;0.67;5.5;0.026;0.081069725;0.12845666
60;61;ISCO;29.04.2022;07:50;07:50;07:50;05:50;05:50;05:50;;0.027;0.006;0.04;0.82;4.5;0.033;0.09044891;0.135759652
61;62;ISCO;29.04.2022;08:00;08:00;08:00;06:00;06:00;06:00;;0.025;0.005;0.04;0.75;5;0.03;0.086104213;0.132967745
62;63;ISCO;29.04.2022;08:10;08:10;08:10;06:10;06:10;06:10;;0.023;0.007;0.039;0.77;3.285714286;0.03;0.094292895;0.130007682
63;64;ISCO;29.04.2022;08:20;08:20;08:20;06:20;06:20;06:20;;0.022;0.005;0.04;0.68;4.4;0.027;0.086104213;0.12845666
64;65;ISCO;29.04.2022;08:30;08:30;08:30;06:30;06:30;06:30;;0.026;0.007;0.04;0.82;3.714285714;0.033;0.094292895;0.134383301
65;66;ISCO;29.04.2022;08:40;08:40;08:40;06:40;06:40;06:40;;0.026;0.006;0.04;0.79;4.333333333;0.032;0.09044891;0.134383301
66;67;ISCO;29.04.2022;08:50;08:50;08:50;06:50;06:50;06:50;;0.02;0.007;0.041;0.66;2.857142857;0.027;0.094292895;0.125193159
67;68;ISCO;29.04.2022;09:00;09:00;09:00;07:00;07:00;07:00;;0.018;0.005;0.041;0.57;3.6;0.023;0.086104213;0.121681927
68;69;ISCO;29.04.2022;09:10;09:10;09:10;07:10;07:10;07:10;;0.025;0.009;0.04;0.83;2.777777778;0.034;0.1009132;0.132967745
69;70;ISCO;29.04.2022;09:20;09:20;09:20;07:20;07:20;07:20;;0.023;0.008;0.04;0.76;2.875;0.031;0.097754509;0.130007682
70;71;ISCO;29.04.2022;09:30;09:30;09:30;07:30;07:30;07:30;;0.019;0.01;0.04;0.73;1.9;0.029;0.103825134;0.123471286
71;72;ISCO;29.04.2022;09:40;09:40;09:40;07:40;07:40;07:40;;0.025;0.007;0.041;0.78;3.571428571;0.032;0.094292895;0.132967745
72;73;ISCO;29.04.2022;09:50;09:50;09:50;07:50;07:50;07:50;;0.035;0.007;0.041;1.01;5;0.042;0.094292895;0.145613242
73;74;ISCO;29.04.2022;10:00;10:00;10:00;08:00;08:00;08:00;;0.02;0.011;0.041;0.76;1.818181818;0.031;0.106531619;0.125193159
74;75;ISCO;29.04.2022;10:10;10:10;10:10;08:10;08:10;08:10;;0.024;0.009;0.042;0.79;2.666666667;0.033;0.1009132;0.13151023
75;76;ISCO;29.04.2022;10:20;10:20;10:20;08:20;08:20;08:20;;0.02;0.009;0.042;0.7;2.222222222;0.029;0.1009132;0.125193159
76;77;ISCO;29.04.2022;10:30;10:30;10:30;08:30;08:30;08:30;;0.033;0.002;0.042;0.82;16.5;0.035;0.067232707;0.143318173
77;78;ISCO;29.04.2022;10:40;10:40;10:40;08:40;08:40;08:40;;0.026;0.006;0.042;0.76;4.333333333;0.032;0.09044891;0.134383301
78;79;ISCO;29.04.2022;10:50;10:50;10:50;08:50;08:50;08:50;;0.025;0.032;0.042;1.36;0.78125;0.057;0.142132369;0.132967745
79;80;ISCO;29.04.2022;11:00;11:00;11:00;09:00;09:00;09:00;;0.031;0.003;0.042;0.8;10.33333333;0.034;0.075011049;0.140919196
80;81;ISCO;29.04.2022;11:10;11:10;11:10;09:10;09:10;09:10;;0.028;0.003;0.042;0.73;9.333333333;0.031;0.075011049;0.137099278
81;82;ISCO;29.04.2022;11:20;11:20;11:20;09:20;09:20;09:20;;0.031;0.002;0.042;0.79;15.5;0.033;0.067232707;0.140919196
82;83;ISCO;29.04.2022;22:15;22:15;22:15;00:15;00:15;00:15;680;0.030882353;0.008823529;;;3.50000017;0.039705882;0.100375085;0.140774601
83;84;ISCO;30.04.2022;10:15;10:15;10:15;12:15;12:15;12:15;650;0.063076923;0.02;;;3.15384615;0.083076923;0.125193159;0.17071337
84;85;ISCO;30.04.2022;22:15;22:15;22:15;00:15;00:15;00:15;620;0.125806452;0.012903226;;;9.749999884;0.138709678;0.111222088;0.205694314
85;86;ISCO;02.05.2022;10:15;10:15;10:15;12:15;12:15;12:15;3300;0.005454545;0.04030303;;;0.135338336;0.045757575;0.151266821;0.088151012
86;87;ISCO;03.05.2022;22:15;22:15;22:15;00:15;00:15;00:15;700;0.065714286;0.007142857;;;9.200000224;0.072857143;0.094808643;0.172611865
87;88;ISCO;04.05.2022;10:15;10:15;10:15;12:15;12:15;12:15;700;0.064285714;0.011428571;;;5.625000186;0.075714285;0.107636687;0.171590567
88;89;ISCO;04.05.2022;22:15;22:15;22:15;00:15;00:15;00:15;700;0.194285714;0.021428571;;;9.066666835;0.215714285;0.127547123;0.231303144
89;90;ISCO;05.05.2022;10:15;10:15;10:15;12:15;12:15;12:15;700;0.158571429;0.028571429;;;5.549999932;0.187142858;0.137849162;0.218959219
90;91;ISCO;05.05.2022;23:15;23:15;23:15;00:15;00:15;00:15;700;0.124285714;0.018571429;;;6.692307522;0.142857143;0.122713046;0.205019999
91;92;ISCO;06.05.2022;07:37;07:37;07:37;05:37;05:37;05:37;;0.325;0.023;0.424;0.82;14.13043478;0.348;0.130007682;0.265773092
92;93;ISCO;06.05.2022;08:37;08:37;08:37;06:37;06:37;06:37;;0.34;0.008;0.467;0.74;42.5;0.348;0.097754509;0.269030679
93;94;ISCO;06.05.2022;09:37;09:37;09:37;07:37;07:37;07:37;;0.32;0.003;0.476;0.68;106.6666667;0.323;0.075011049;0.264662856
94;95;ISCO;06.05.2022;10:37;10:37;10:37;08:37;08:37;08:37;;0.295;0.003;0.439;0.68;98.33333333;0.298;0.075011049;0.258913351
95;96;ISCO;06.05.2022;11:37;11:37;11:37;09:37;09:37;09:37;;0.25;0.005;0.338;0.75;50;0.255;0.086104213;0.247597527
96;97;ISCO;06.05.2022;12:37;12:37;12:37;10:37;10:37;10:37;;0.205;0.003;0.259;0.8;68.33333333;0.208;0.075011049;0.23467998
97;98;ISCO;06.05.2022;15:15;15:15;15:15;17:15;17:15;17:15;730;0.175342466;0.01369863;;;12.80000015;0.189041096;0.113033019;0.2249842
98;99;ISCO;06.05.2022;19:15;19:15;19:15;21:15;21:15;21:15;730;0.1;0.008219178;;;12.16666679;0.108219178;0.098470505;0.193331447
99;100;ISCO;06.05.2022;23:15;23:15;23:15;01:15;01:15;01:15;700;0.082857143;0.01;;;8.2857143;0.092857143;0.103825134;0.183760257
100;101;ISCO;07.05.2022;03:15;03:15;03:15;05:15;05:15;05:15;710;0.056338028;0.007042254;;;7.999999432;0.063380282;0.094446236;0.165584219
101;102;ISCO;07.05.2022;07:15;07:15;07:15;09:15;09:15;09:15;700;0.071428571;0.01;;;7.1428571;0.081428571;0.103825134;0.176541955
102;103;ISCO;07.05.2022;11:15;11:15;11:15;13:15;13:15;13:15;690;0.060869565;0.008695652;;;7.000000115;0.069565217;0.099980218;0.169079344
103;104;ISCO;07.05.2022;15:15;15:15;15:15;17:15;17:15;17:15;685;0.056934307;0.008759124;;;6.500000114;0.065693431;0.100176737;0.166055587
104;105;ISCO;07.05.2022;19:15;19:15;19:15;21:15;21:15;21:15;680;0.060294118;0.008823529;;;6.833333692;0.069117647;0.100375085;0.168646268
105;106;ISCO;07.05.2022;23:15;23:15;23:15;01:15;01:15;01:15;650;0.055384615;0.004615385;;;11.99999892;0.06;0.084263335;0.164822907
106;107;ISCO;08.05.2022;03:15;03:15;03:15;05:15;05:15;05:15;690;0.056521739;0.008695652;;;6.500000115;0.065217391;0.099980218;0.165729832
107;108;ISCO;08.05.2022;07:15;07:15;07:15;09:15;09:15;09:15;700;0.135714286;0.007142857;;;19.00000042;0.142857143;0.094808643;0.209947837
108;109;ISCO;10.05.2022;08:10;08:10;08:10;06:10;06:10;06:10;;0.963;1.634;1.352;1.92;0.589351285;2.597;0.411036657;0.356353967
109;110;ISCO;13.05.2022;09:15;09:15;09:15;11:15;11:15;11:15;750;0.305333333;0.044;;;6.939393932;0.349333333;0.154894046;0.261331367
110;111;ISCO;13.05.2022;09:30;09:30;09:30;11:30;11:30;11:30;750;0.374666667;0.028;;;13.38095239;0.402666667;0.137099278;0.276176465
111;112;ISCO;13.05.2022;09:45;09:45;09:45;11:45;11:45;11:45;750;0.444;0.044;;;10.09090909;0.488;0.154894046;0.289131828
112;113;ISCO;13.05.2022;10:00;10:00;10:00;12:00;12:00;12:00;750;0.506666667;0.049333333;;;10.27027035;0.556;0.159753516;0.299624644
113;114;ISCO;13.05.2022;10:15;10:15;10:15;12:15;12:15;12:15;750;0.58;0.046666667;;;12.42857134;0.626666667;0.157374489;0.310762108
114;115;ISCO;13.05.2022;10:30;10:30;10:30;12:30;12:30;12:30;750;0.657333333;0.058666667;;;11.20454539;0.716;0.167404907;0.321443485
115;116;ISCO;13.05.2022;10:45;10:45;10:45;12:45;12:45;12:45;750;0.726666667;0.046666667;;;15.57142847;0.773333334;0.157374489;0.330265353
116;117;ISCO;13.05.2022;11:00;11:00;11:00;13:00;13:00;13:00;750;0.797333333;0.032;;;24.91666666;0.829333333;0.142132369;0.338645477
117;118;ISCO;13.05.2022;11:15;11:15;11:15;13:15;13:15;13:15;750;0.796;0.06;;;13.26666667;0.856;0.168423752;0.338492483
118;119;ISCO;13.05.2022;11:30;11:30;11:30;13:30;13:30;13:30;750;0.76;0.033333333;;;22.80000023;0.793333333;0.143707608;0.334289065
119;120;ISCO;13.05.2022;11:45;11:45;11:45;13:45;13:45;13:45;750;0.766666667;0.028;;;27.38095239;0.794666667;0.137099278;0.33507828
120;121;ISCO;13.05.2022;12:00;12:00;12:00;14:00;14:00;14:00;750;0.721333333;0.033333333;;;21.64000021;0.754666666;0.143707608;0.329609121
121;122;ISCO;13.05.2022;12:15;12:15;12:15;14:15;14:15;14:15;750;0.662666667;0.026666667;;;24.8499997;0.689333334;0.135305067;0.322145586
122;123;ISCO;13.05.2022;12:30;12:30;12:30;14:30;14:30;14:30;750;0.624;0.022666667;;;27.52941136;0.646666667;0.129496243;0.316958454
123;124;ISCO;13.05.2022;12:45;12:45;12:45;14:45;14:45;14:45;750;0.558666667;0.022666667;;;24.64705848;0.581333334;0.129496243;0.307633585
124;125;ISCO;13.05.2022;13:00;13:00;13:00;15:00;15:00;15:00;750;0.513333333;0.022666667;;;22.64705848;0.536;0.129496243;0.300684026
